TIME,V16_kV,P_fleet_MW
2.6058,234.95,6252.3
2.606,234.95,6247.8
2.6062,234.93,6244
2.6064,234.97,6243.4
2.6066,235.02,6245.7
2.6068,235.15,6251.5
2.607,235.27,6259.7
2.6072,235.38,6263.3
2.6074,235.46,6259.8
2.6076,235.47,6256.2
2.6078,235.39,6257.5
2.608,235.19,6259.6
2.6082,234.97,6260.7
2.6084,234.87,6260.8
2.6086,234.8,6259.8
2.6088,234.78,6258.9
2.609,234.86,6256.1
2.6092,235,6254.4
2.6094,235.12,6254.3
2.6096,235.18,6254.1
2.6098,235.18,6252.8
2.61,235.19,6254.7
2.6102,235.2,6257.4
2.6104,235.24,6258
2.6106,235.25,6258.4
2.6108,235.18,6257
2.611,234.99,6255.1
2.6112,234.86,6256.1
2.6114,234.8,6259.6
2.6116,234.79,6260.9
2.6118,234.87,6260.4
2.612,234.99,6257.4
2.6122,235.11,6253.2
2.6124,235.29,6250.1
2.6126,235.46,6249.7
2.6128,235.56,6252
2.613,235.58,6254.3
2.6132,235.53,6253.4
2.6134,235.41,6249.3
2.6136,235.2,6245.4
2.6138,235,6243
2.614,234.81,6242.5
2.6142,234.67,6242
2.6144,234.58,6241.3
2.6146,234.6,6239.6
2.6148,234.71,6236
2.615,234.84,6231
2.6152,234.96,6225.9
2.6154,235.01,6224.1
2.6156,235.02,6225.9
2.6158,234.98,6228.8
2.616,234.93,6230.3
2.6162,234.86,6230
2.6164,234.75,6229.3
2.6166,234.61,6228.3
2.6168,234.48,6227.3
2.617,234.37,6226.5
2.6172,234.33,6226.9
2.6174,234.37,6227.2
2.6176,234.49,6223.8
2.6178,234.64,6218.8
2.618,234.78,6214.9
2.6182,234.87,6213.8
2.6184,234.91,6216.2
2.6186,234.88,6219.5
2.6188,234.81,6221.2
2.619,234.74,6220.3
2.6192,234.63,6217.6
2.6194,234.47,6213.8
2.6196,234.29,6211.2
2.6198,234.17,6211.8
2.62,234.13,6215.9
2.6202,234.18,6221.2
2.6204,234.34,6225.4
2.6206,234.57,6226.1
2.6208,234.78,6221.4
2.621,234.94,6217.6
2.6212,235.04,6216.3
2.6214,235,6218.7
2.6216,234.86,6226.1
2.6218,234.72,6236.7
2.622,234.61,6242.3
2.6222,234.54,6240.1
2.6224,234.43,6234.3
2.6226,234.33,6230.4
2.6228,234.29,6231.1
2.623,234.29,6236.9
2.6232,234.42,6244.5
2.6234,234.64,6247.6
2.6236,234.88,6245
2.6238,235.1,6243.8
2.624,235.28,6247.3
2.6242,235.35,6251.9
2.6244,235.23,6255.8
2.6246,235.01,6257.4
2.6248,234.84,6256.3
2.625,234.71,6255.1
2.6252,234.64,6255.9
2.6254,234.65,6257.8
2.6256,234.75,6260.4
2.6258,234.82,6262.5
2.626,234.91,6262.5
2.6262,235.02,6259.1
2.6264,235.09,6257.1
2.6266,235.15,6257.1
2.6268,235.2,6261.6
2.627,235.22,6266.9
2.6272,235.19,6267.3
2.6274,235.08,6262.6
2.6276,234.92,6256.4
2.6278,234.77,6256.1
2.628,234.68,6262
2.6282,234.68,6266.3
2.6284,234.75,6264.6
2.6286,234.88,6258.1
2.6288,235.05,6251.1
2.629,235.22,6247.5
2.6292,235.34,6248.5
2.6294,235.38,6253.1
2.6296,235.33,6257.9
2.6298,235.24,6257.9
2.63,235.18,6254.5
2.6302,235.11,6249.8
2.6304,234.99,6245.7
2.6306,234.8,6244.1
2.6308,234.63,6245.5
2.631,234.53,6248
2.6312,234.57,6247.8
2.6314,234.72,6244.4
2.6316,234.91,6240.2
2.6318,235.07,6237.5
2.632,235.19,6237.4
2.6322,235.21,6240.1
2.6324,235.19,6240.9
2.6326,235.19,6239.4
2.6328,235.15,6236.6
2.633,235.06,6235.8
2.6332,234.85,6235.7
2.6334,234.68,6235.8
2.6336,234.58,6233.8
2.6338,234.6,6230.1
2.634,234.69,6228.8
2.6342,234.84,6230.1
2.6344,234.98,6232.7
2.6346,235.1,6230.8
2.6348,235.16,6227.6
2.635,235.18,6225.4
2.6352,235.16,6225.5
2.6354,235.13,6227
2.6356,235.1,6228.7
2.6358,234.97,6230.7
2.636,234.78,6232.3
2.6362,234.63,6231.7
2.6364,234.53,6228.2
2.6366,234.52,6225.9
2.6368,234.58,6227.2
2.637,234.72,6229
2.6372,234.9,6230.7
2.6374,235.08,6231
2.6376,235.22,6228.8
2.6378,235.25,6226.4
2.638,235.19,6226.2
2.6382,235.09,6227.4
2.6384,235.02,6231.3
2.6386,234.93,6235.6
2.6388,234.86,6240.5
2.639,234.76,6241.3
2.6392,234.66,6238.4
2.6394,234.61,6235.9
2.6396,234.61,6235.6
2.6398,234.7,6238.3
2.64,234.89,6243.5
2.6402,235.13,6246.5
2.6404,235.31,6243.7
2.6406,235.38,6239.7
2.6408,235.3,6238
2.641,235.16,6239.8
2.6412,234.98,6245.8
2.6414,234.82,6251.7
2.6416,234.69,6253.7
2.6418,234.61,6253.8
2.642,234.6,6252.7
2.6422,234.63,6250.7
2.6424,234.71,6252
2.6426,234.85,6255.3
2.6428,235.02,6256.2
2.643,235.17,6254.7
2.6432,235.27,6251.8
2.6434,235.31,6250.8
2.6436,235.28,6252.9
2.6438,235.21,6257.5
2.644,235.12,6262.5
2.6442,235,6265.3
2.6444,234.81,6265.8
2.6446,234.62,6270
2.6448,234.59,6273.7
2.645,234.74,6271.9
2.6452,234.96,6265.6
2.6454,235.12,6258.5
2.6456,235.23,6253.8
2.6458,235.34,6253.8
2.646,235.44,6259.5
2.6462,235.52,6264.5
2.6464,235.53,6266
2.6466,235.49,6263.3
2.6468,235.36,6256.3
2.647,235.14,6249.2
2.6472,234.9,6247.9
2.6474,234.73,6249.8
2.6476,234.65,6253.2
2.6478,234.65,6256.5
2.648,234.73,6256.5
2.6482,234.89,6252.7
2.6484,235.07,6247.3
2.6486,235.24,6243.4
2.6488,235.34,6242.6
2.649,235.36,6247.1
2.6492,235.32,6253.7
2.6494,235.28,6255.6
2.6496,235.21,6251.1
2.6498,235.16,6244.9
2.65,235.18,6240
2.6502,235.13,6238.3
2.6504,235,6239.5
2.6506,234.88,6243
2.6508,234.87,6245.8
2.651,234.93,6245.5
2.6512,235.07,6241.7
2.6514,235.27,6236.5
2.6516,235.45,6234
2.6518,235.53,6237.3
2.652,235.5,6243
2.6522,235.39,6246
2.6524,235.26,6244.8
2.6526,235.11,6240.8
2.6528,234.98,6238.3
2.653,234.92,6239.3
2.6532,234.9,6241.1
2.6534,234.9,6241.5
2.6536,234.96,6241
2.6538,235.08,6240.9
2.654,235.24,6240.8
2.6542,235.39,6244.2
2.6544,235.55,6247.4
2.6546,235.67,6251.9
2.6548,235.68,6253.7
2.655,235.56,6253.3
2.6552,235.37,6252.1
2.6554,235.19,6251.2
2.6556,235.11,6253.7
2.6558,235.15,6258.4
2.656,235.25,6263.1
2.6562,235.38,6264.2
2.6564,235.51,6261.4
2.6566,235.63,6257.3
2.6568,235.69,6256
2.657,235.73,6258.2
2.6572,235.83,6261.6
2.6574,235.94,6264.1
2.6576,235.97,6263.9
2.6578,235.9,6263.7
2.658,235.71,6264.7
2.6582,235.45,6264.4
2.6584,235.33,6262.4
2.6586,235.36,6261.1
2.6588,235.43,6262
2.659,235.43,6263.3
2.6592,235.38,6266.3
2.6594,235.39,6270
2.6596,235.56,6269.8
2.6598,235.75,6264.4
2.66,235.88,6258.5
2.6602,235.96,6256.8
2.6604,235.93,6259.6
2.6606,235.77,6263.5
2.6608,235.56,6266
2.661,235.3,6267.4
2.6612,235.14,6270.1
2.6614,235.16,6270.9
2.6616,235.26,6267.3
2.6618,235.43,6262.1
2.662,235.56,6257.5
2.6622,235.62,6255.8
2.6624,235.72,6255.6
2.6626,235.82,6257.1
2.6628,235.9,6257.7
2.663,235.9,6256.5
2.6632,235.84,6253.1
2.6634,235.71,6250.9
2.6636,235.51,6251.9
2.6638,235.3,6252.8
2.664,235.09,6250.5
2.6642,234.91,6247.9
2.6644,234.82,6246.4
2.6646,234.84,6246.8
2.6648,234.98,6247.8
2.665,235.16,6246.2
2.6652,235.33,6242.4
2.6654,235.46,6237.6
2.6656,235.51,6234.7
2.6658,235.46,6235.5
2.666,235.36,6238.1
2.6662,235.21,6240.7
2.6664,235.04,6240.5
2.6666,234.87,6236.8
2.6668,234.77,6232.2
2.667,234.68,6231.9
2.6672,234.64,6234.2
2.6674,234.67,6235.5
2.6676,234.78,6233.1
2.6678,234.94,6227.8
2.668,235.09,6222.2
2.6682,235.19,6221.6
2.6684,235.23,6227.4
2.6686,235.25,6232.9
2.6688,235.25,6235.9
2.669,235.21,6234.8
2.6692,235.09,6230.1
2.6694,234.92,6226.3
2.6696,234.88,6226.3
2.6698,234.91,6231.5
2.67,235,6239.6
2.6702,235.13,6243.8
2.6704,235.25,6241.4
2.6706,235.35,6237.5
2.6708,235.42,6237.1
2.671,235.5,6238.1
2.6712,235.65,6241.9
2.6714,235.78,6244.2
2.6716,235.81,6245.5
2.6718,235.73,6249.6
2.672,235.6,6253.9
2.6722,235.56,6254
2.6724,235.57,6250.2
2.6726,235.57,6248.5
2.6728,235.57,6249.5
2.673,235.58,6250.6
2.6732,235.6,6252.2
2.6734,235.64,6255.6
2.6736,235.78,6257.1
2.6738,235.96,6255.8
2.674,236.09,6255.2
2.6742,236.15,6257.6
2.6744,236.06,6261.3
2.6746,235.86,6266.4
2.6748,235.61,6268.6
2.675,235.44,6267.6
2.6752,235.35,6263.4
2.6754,235.37,6260.5
2.6756,235.44,6258.7
2.6758,235.45,6256.8
2.676,235.38,6254.4
2.6762,235.32,6255.1
2.6764,235.31,6257.8
2.6766,235.36,6260.3
2.6768,235.51,6259.3
2.677,235.68,6256.5
2.6772,235.71,6253.6
2.6774,235.54,6252.3
2.6776,235.28,6252.9
2.6778,235.1,6256.3
2.678,235.05,6261.7
2.6782,235.14,6263
2.6784,235.29,6257.5
2.6786,235.39,6249.6
2.6788,235.44,6242.9
2.679,235.48,6239.7
2.6792,235.5,6240
2.6794,235.53,6244.1
2.6796,235.59,6247
2.6798,235.6,6246.7
2.68,235.56,6243.6
2.6802,235.44,6239.5
2.6804,235.24,6235
2.6806,235.06,6232.3
2.6808,234.9,6233.8
2.681,234.81,6238.1
2.6812,234.8,6241.4
2.6814,234.9,6240.2
2.6816,235.1,6235.9
2.6818,235.28,6229.6
2.682,235.43,6225.2
2.6822,235.51,6225.8
2.6824,235.53,6230.2
2.6826,235.47,6234.5
2.6828,235.4,6235.8
2.683,235.32,6232.7
2.6832,235.16,6228.2
2.6834,235.03,6224.3
2.6836,234.94,6223.8
2.6838,234.89,6225.5
2.684,234.87,6226.8
2.6842,234.92,6225.3
2.6844,235.07,6221.4
2.6846,235.25,6216.6
2.6848,235.39,6213.7
2.685,235.48,6214.7
2.6852,235.45,6217.1
2.6854,235.36,6219.8
2.6856,235.25,6220.4
2.6858,235.15,6220.6
2.686,235.03,6219.1
2.6862,234.95,6216.5
2.6864,234.9,6214.6
2.6866,234.88,6215.1
2.6868,234.92,6219
2.687,235.05,6224.3
2.6872,235.22,6231.4
2.6874,235.42,6236
2.6876,235.62,6234.7
2.6878,235.78,6230.5
2.688,235.83,6228.9
2.6882,235.78,6228.5
2.6884,235.61,6230.3
2.6886,235.38,6234.1
2.6888,235.22,6236.5
2.689,235.09,6236.7
2.6892,234.98,6235.8
2.6894,234.92,6234.8
2.6896,234.96,6234.6
2.6898,235.09,6235.3
2.69,235.29,6234.5
2.6902,235.45,6232.1
2.6904,235.53,6229.9
2.6906,235.53,6229.9
2.6908,235.5,6233.1
2.691,235.43,6239.3
2.6912,235.37,6244.9
2.6914,235.27,6244.5
2.6916,235.1,6238.9
2.6918,234.95,6231.5
2.692,234.8,6225.8
2.6922,234.68,6225.6
2.6924,234.64,6229.4
2.6926,234.68,6234.5
2.6928,234.82,6234.8
2.693,235,6234
2.6932,235.11,6232.2
2.6934,235.14,6229.2
2.6936,235.13,6227.6
2.6938,235.06,6227.7
2.694,234.91,6229.5
2.6942,234.73,6231.9
2.6944,234.57,6234.2
2.6946,234.45,6241.5
2.6948,234.4,6246.8
2.695,234.45,6243.6
2.6952,234.61,6235.9
2.6954,234.8,6229
2.6956,234.95,6224.2
2.6958,235.06,6223.4
2.696,235.11,6226.3
2.6962,235.08,6229.6
2.6964,234.99,6230.1
2.6966,234.9,6227.7
2.6968,234.81,6224.6
2.697,234.68,6222.3
2.6972,234.5,6221
2.6974,234.3,6221.8
2.6976,234.17,6225.3
2.6978,234.15,6229.2
2.698,234.3,6229.8
2.6982,234.55,6225.5
2.6984,234.8,6218.2
2.6986,234.96,6213.2
2.6988,234.99,6213.6
2.699,234.94,6217.4
2.6992,234.84,6221.7
2.6994,234.77,6224.8
2.6996,234.73,6225.1
2.6998,234.68,6222.8
2.7,234.56,6219.2
2.7002,234.38,6215.7
2.7004,234.21,6214.3
2.7006,234.14,6214.1
2.7008,234.19,6215.5
2.701,234.35,6214.4
2.7012,234.54,6211.9
2.7014,234.69,6207.5
2.7016,234.77,6204.9
2.7018,234.76,6205.2
2.702,234.68,6207.7
2.7022,234.57,6211.3
2.7024,234.44,6213.1
2.7026,234.3,6212.5
2.7028,234.22,6209.2
2.703,234.16,6206.7
2.7032,234.12,6208.1
2.7034,234.12,6211.3
2.7036,234.19,6213.3
2.7038,234.35,6214.1
2.704,234.53,6216.5
2.7042,234.72,6216.1
2.7044,234.86,6216.6
2.7046,234.95,6218.1
2.7048,234.97,6221.1
2.705,234.9,6226.8
2.7052,234.75,6230.9
2.7054,234.57,6229.5
2.7056,234.39,6226.1
2.7058,234.22,6227.4
2.706,234.13,6233.3
2.7062,234.13,6241
2.7064,234.25,6244.5
2.7066,234.44,6243
2.7068,234.62,6237.3
2.707,234.75,6233.9
2.7072,234.79,6235.8
2.7074,234.76,6241.1
2.7076,234.69,6246.1
2.7078,234.61,6249.5
2.708,234.54,6251.7
2.7082,234.45,6253.3
2.7084,234.39,6252.9
2.7086,234.27,6252.3
2.7088,234.13,6252.8
2.709,234.08,6253.1
2.7092,234.15,6252.2
2.7094,234.31,6252.5
2.7096,234.53,6255.5
2.7098,234.72,6259
2.71,234.87,6260.9
2.7102,234.95,6262.8
2.7104,234.92,6263.4
2.7106,234.8,6264.1
2.7108,234.61,6266
2.711,234.41,6268.8
2.7112,234.26,6273.1
2.7114,234.26,6276.2
2.7116,234.34,6276
2.7118,234.47,6270.5
2.712,234.57,6265
2.7122,234.65,6262.4
2.7124,234.7,6261.1
2.7126,234.73,6260.9
2.7128,234.79,6260.4
2.713,234.82,6260.7
2.7132,234.81,6260.6
2.7134,234.78,6259.1
2.7136,234.66,6257.2
2.7138,234.45,6254.5
2.714,234.26,6252.6
2.7142,234.1,6252.6
2.7144,234.01,6255
2.7146,234.1,6259.3
2.7148,234.3,6262.2
2.715,234.53,6260.3
2.7152,234.75,6255.9
2.7154,234.87,6251.5
2.7156,234.93,6251.7
2.7158,234.95,6254.8
2.716,234.92,6258.3
2.7162,234.95,6259.7
2.7164,234.91,6257.4
2.7166,234.79,6253.2
2.7168,234.74,6249.2
2.717,234.69,6246.4
2.7172,234.64,6246.2
2.7174,234.63,6247.9
2.7176,234.7,6248.7
2.7178,234.87,6248
2.718,235.05,6247.5
2.7182,235.17,6247.7
2.7184,235.21,6248.7
2.7186,235.18,6249.8
2.7188,235.11,6252.2
2.719,234.98,6254.3
2.7192,234.86,6253.6
2.7194,234.76,6253.2
2.7196,234.78,6255.6
2.7198,234.83,6258.2
2.72,234.88,6257.8
2.7202,234.93,6255.4
2.7204,234.96,6252.3
2.7206,234.99,6249.9
2.7208,235.07,6251.8
2.721,235.19,6255.9
2.7212,235.28,6260.1
2.7214,235.3,6262.9
2.7216,235.28,6262.9
2.7218,235.15,6263.6
2.722,234.98,6265.5
2.7222,234.8,6267.5
2.7224,234.61,6270.3
2.7226,234.48,6272.3
2.7228,234.46,6271.8
2.723,234.58,6272.1
2.7232,234.81,6274.1
2.7234,235.05,6273.9
2.7236,235.29,6271.9
2.7238,235.5,6270.3
2.724,235.59,6271
2.7242,235.49,6271.8
2.7244,235.25,6275.8
2.7246,234.98,6282.7
2.7248,234.78,6286.9
2.725,234.71,6283
2.7252,234.69,6274.8
2.7254,234.68,6267.4
2.7256,234.61,6264.1
2.7258,234.58,6268
2.726,234.64,6275.9
2.7262,234.79,6281.4
2.7264,235,6282.4
2.7266,235.26,6280.4
2.7268,235.47,6277.4
2.727,235.43,6272.5
2.7272,235.22,6270.3
2.7274,235,6272.1
2.7276,234.87,6274.3
2.7278,234.74,6279.5
2.728,234.64,6285.5
2.7282,234.62,6285.7
2.7284,234.67,6280.7
2.7286,234.78,6273.5
2.7288,234.93,6267.9
2.729,235.1,6266.9
2.7292,235.25,6270.2
2.7294,235.33,6275.7
2.7296,235.31,6278.3
2.7298,235.23,6275.1
2.73,235.09,6269.3
2.7302,234.94,6265.4
2.7304,234.82,6263.3
2.7306,234.68,6264
2.7308,234.51,6266.6
2.731,234.36,6268.7
2.7312,234.32,6267.8
2.7314,234.42,6263.7
2.7316,234.64,6258.8
2.7318,234.88,6254.9
2.732,235.03,6253.1
2.7322,235.09,6254.3
2.7324,235.03,6256.4
2.7326,234.91,6260.7
2.7328,234.83,6263
2.733,234.75,6260.5
2.7332,234.76,6254.5
2.7334,234.78,6250.6
2.7336,234.73,6250.2
2.7338,234.61,6253
2.734,234.54,6256
2.7342,234.56,6257
2.7344,234.7,6255.1
2.7346,234.91,6252.7
2.7348,235.15,6250.4
2.735,235.26,6248.3
2.7352,235.28,6247.8
2.7354,235.17,6250
2.7356,235.01,6253.3
2.7358,234.85,6256.4
2.736,234.74,6257.4
2.7362,234.67,6255.4
2.7364,234.65,6253.1
2.7366,234.64,6251.1
2.7368,234.65,6249.3
2.737,234.7,6248.9
2.7372,234.76,6251
2.7374,234.86,6252.5
2.7376,235.01,6254.8
2.7378,235.11,6260.1
2.738,235.2,6264.8
2.7382,235.22,6262.9
2.7384,235.12,6258.7
2.7386,234.95,6254.3
2.7388,234.76,6253.4
2.739,234.62,6254.8
2.7392,234.5,6256.6
2.7394,234.43,6256.8
2.7396,234.46,6255.2
2.7398,234.58,6254.7
2.74,234.75,6254.2
2.7402,234.97,6256
2.7404,235.08,6258
2.7406,235.08,6264.1
2.7408,235.03,6270.1
2.741,234.95,6271.1
2.7412,234.9,6269.9
2.7414,234.85,6271.9
2.7416,234.8,6276.5
2.7418,234.77,6280.3
2.742,234.74,6281.3
2.7422,234.74,6281.4
2.7424,234.76,6280
2.7426,234.83,6279
2.7428,235,6277.4
2.743,235.21,6277.7
2.7432,235.36,6278.9
2.7434,235.45,6280.8
2.7436,235.48,6281.4
2.7438,235.44,6281.6
2.744,235.34,6281.4
2.7442,235.18,6282.4
2.7444,234.97,6284.2
2.7446,234.78,6284.9
2.7448,234.67,6284.5
2.745,234.7,6285.3
2.7452,234.82,6285.7
2.7454,235.01,6284.6
2.7456,235.16,6280.5
2.7458,235.26,6276
2.746,235.36,6273.6
2.7462,235.45,6273.5
2.7464,235.5,6276.4
2.7466,235.5,6277.6
2.7468,235.4,6275
2.747,235.19,6271.8
2.7472,234.97,6266.9
2.7474,234.83,6262.3
2.7476,234.79,6261.3
2.7478,234.88,6263.5
2.748,235,6266.4
2.7482,235.09,6267.4
2.7484,235.19,6266.1
2.7486,235.31,6261.2
2.7488,235.43,6256
2.749,235.5,6255.7
2.7492,235.53,6259
2.7494,235.46,6262.8
2.7496,235.33,6265.4
2.7498,235.19,6263.3
2.75,235.05,6258.1
2.7502,234.9,6252.9
2.7504,234.77,6251.4
2.7506,234.72,6254.7
2.7508,234.79,6258
2.751,234.96,6258
2.7512,235.18,6255.1
2.7514,235.35,6251.6
2.7516,235.45,6251.2
2.7518,235.43,6254.2
2.752,235.38,6259.3
2.7522,235.33,6262
2.7524,235.26,6260.3
2.7526,235.14,6256.7
2.7528,235,6252.5
2.753,234.8,6248.9
2.7532,234.64,6249.7
2.7534,234.57,6255.7
2.7536,234.63,6260
2.7538,234.82,6261.3
2.754,235.07,6260.1
2.7542,235.31,6257.1
2.7544,235.43,6255.3
2.7546,235.44,6256.3
2.7548,235.34,6258.7
2.755,235.2,6264.7
2.7552,235.02,6272.1
2.7554,234.9,6275
2.7556,234.93,6272.9
2.7558,234.99,6270.6
2.756,235.06,6269.9
2.7562,235.08,6270.4
2.7564,235.09,6271.9
2.7566,235.14,6272.6
2.7568,235.27,6271.8
2.757,235.48,6269.8
2.7572,235.67,6269.6
2.7574,235.74,6269.5
2.7576,235.65,6272.2
2.7578,235.48,6274.8
2.758,235.24,6276.9
2.7582,235.06,6280
2.7584,235.05,6281.6
2.7586,235.07,6277.7
2.7588,235.12,6272.3
2.759,235.13,6269.7
2.7592,235.14,6270.8
2.7594,235.21,6273
2.7596,235.35,6275.7
2.7598,235.46,6275.8
2.76,235.52,6276.2
2.7602,235.52,6278.2
2.7604,235.54,6279.1
2.7606,235.53,6279.3
2.7608,235.39,6278.5
2.761,235.26,6276.6
2.7612,235.2,6276.4
2.7614,235.2,6278.8
2.7616,235.21,6281.6
2.7618,235.26,6282.2
2.762,235.39,6279.7
2.7622,235.55,6275.2
2.7624,235.65,6270.3
2.7626,235.7,6267.7
2.7628,235.74,6267.9
2.763,235.75,6271.3
2.7632,235.75,6275.4
2.7634,235.71,6276.9
2.7636,235.65,6273.8
2.7638,235.5,6268
2.764,235.34,6262.7
2.7642,235.21,6260.5
2.7644,235.16,6261.2
2.7646,235.17,6262.7
2.7648,235.27,6263.7
2.765,235.45,6261.7
2.7652,235.63,6259.1
2.7654,235.77,6255.7
2.7656,235.8,6251
2.7658,235.72,6248.5
2.766,235.64,6251.7
2.7662,235.5,6257.1
2.7664,235.35,6259.1
2.7666,235.18,6256.4
2.7668,235.07,6250.8
2.767,235.03,6245.8
2.7672,235.03,6244.7
2.7674,235.09,6248.6
2.7676,235.26,6253.8
2.7678,235.49,6256.9
2.768,235.68,6255.7
2.7682,235.82,6252.1
2.7684,235.89,6249.6
2.7686,235.87,6248
2.7688,235.79,6249.2
2.769,235.67,6252.4
2.7692,235.52,6253.6
2.7694,235.34,6253.5
2.7696,235.15,6252.1
2.7698,235.08,6250.2
2.77,235.11,6250.5
2.7702,235.25,6251.1
2.7704,235.45,6249.7
2.7706,235.62,6248
2.7708,235.71,6247.5
2.771,235.74,6250.5
2.7712,235.76,6255.3
2.7714,235.74,6258.1
2.7716,235.68,6260
2.7718,235.62,6260.1
2.772,235.54,6257.3
2.7722,235.38,6255.4
2.7724,235.25,6256.3
2.7726,235.21,6260
2.7728,235.24,6265.1
2.773,235.35,6268.4
2.7732,235.49,6268.1
2.7734,235.63,6267.2
2.7736,235.77,6268.3
2.7738,235.89,6271.1
2.774,235.98,6274.8
2.7742,236.02,6276.4
2.7744,236.04,6277
2.7746,235.98,6276.2
2.7748,235.82,6272.4
2.775,235.59,6268.5
2.7752,235.49,6265.7
2.7754,235.54,6265
2.7756,235.67,6266.1
2.7758,235.79,6267.5
2.776,235.88,6268
2.7762,235.95,6267.3
2.7764,236.01,6266.7
2.7766,236.09,6266.5
2.7768,236.22,6268.3
2.777,236.29,6271.5
2.7772,236.24,6272.9
2.7774,236.07,6272.8
2.7776,235.83,6270.2
2.7778,235.68,6269.7
2.778,235.63,6272.7
2.7782,235.65,6275.3
2.7784,235.72,6275.4
2.7786,235.8,6273
2.7788,235.87,6268.3
2.779,235.95,6263.4
2.7792,236.04,6262.4
2.7794,236.14,6265.5
2.7796,236.19,6268.6
2.7798,236.22,6268.6
2.78,236.18,6267.3
2.7802,236.06,6266.6
2.7804,235.86,6264.4
2.7806,235.72,6261.8
2.7808,235.65,6260.4
2.781,235.64,6259.1
2.7812,235.66,6256.1
2.7814,235.68,6253
2.7816,235.73,6251.4
2.7818,235.78,6251.1
2.782,235.86,6251.6
2.7822,235.96,6253.6
2.7824,236.05,6253.2
2.7826,236.08,6250.4
2.7828,236.03,6250.1
2.783,235.84,6252.1
2.7832,235.69,6251.6
2.7834,235.62,6247.4
2.7836,235.61,6244.5
2.7838,235.64,6244.9
2.784,235.69,6248.9
2.7842,235.84,6252.5
2.7844,236.03,6252.7
2.7846,236.23,6249.8
2.7848,236.41,6246.9
2.785,236.5,6246.2
2.7852,236.44,6246.4
2.7854,236.3,6247.5
2.7856,236.14,6249.6
2.7858,235.98,6251
2.786,235.86,6250.3
2.7862,235.74,6248.2
2.7864,235.65,6246.6
2.7866,235.63,6246.9
2.7868,235.67,6247.6
2.787,235.78,6246.1
2.7872,235.93,6242
2.7874,236.05,6238.6
2.7876,236.14,6240.6
2.7878,236.15,6245.4
2.788,236.11,6251.2
2.7882,236.08,6254.6
2.7884,236,6257.2
2.7886,235.91,6256.9
2.7888,235.83,6254.8
2.789,235.69,6252.7
2.7892,235.48,6251.6
2.7894,235.34,6252.8
2.7896,235.3,6255.9
2.7898,235.39,6259
2.79,235.61,6258.6
2.7902,235.88,6254.6
2.7904,236.03,6251.4
2.7906,236.05,6251
2.7908,235.95,6253.4
2.791,235.8,6256.5
2.7912,235.63,6259.7
2.7914,235.5,6263.8
2.7916,235.54,6265.3
2.7918,235.59,6261.2
2.792,235.53,6256.6
2.7922,235.43,6255.7
2.7924,235.41,6257.1
2.7926,235.47,6258.4
2.7928,235.62,6259.6
2.793,235.8,6262.3
2.7932,235.94,6267.7
2.7934,236.09,6272.6
2.7936,236.13,6272
2.7938,236.06,6269.6
2.794,235.97,6267.4
2.7942,235.85,6267.2
2.7944,235.72,6269.4
2.7946,235.58,6271.2
2.7948,235.48,6271.9
2.795,235.49,6270.7
2.7952,235.57,6267.5
2.7954,235.73,6263.8
2.7956,235.94,6262.9
2.7958,236.15,6261.9
2.796,236.27,6261.1
2.7962,236.27,6261.2
2.7964,236.19,6260.8
2.7966,236.06,6259.5
2.7968,235.9,6257.5
2.797,235.74,6254.5
2.7972,235.54,6251.1
2.7974,235.36,6250.5
2.7976,235.24,6253
2.7978,235.22,6254.9
2.798,235.32,6253.9
2.7982,235.48,6249.9
2.7984,235.65,6244.4
2.7986,235.74,6240.6
2.7988,235.76,6238.4
2.799,235.7,6242.3
2.7992,235.68,6248.9
2.7994,235.72,6253
2.7996,235.69,6252.9
2.7998,235.6,6248.6
2.8,235.44,6243.7
2.8002,235.34,6240.8
2.8004,235.33,6242.3
2.8006,235.4,6247.2
2.8008,235.54,6251.3
2.801,235.7,6251.6
2.8012,235.84,6248.2
2.8014,235.95,6242.1
2.8016,236.01,6237.5
2.8018,236.04,6236.4
2.802,236.04,6239.4
2.8022,235.99,6244
2.8024,235.88,6246.8
2.8026,235.69,6245.6
2.8028,235.52,6242.1
2.803,235.43,6240.1
2.8032,235.46,6240.3
2.8034,235.56,6241.8
2.8036,235.68,6242.6
2.8038,235.77,6241.1
2.804,235.83,6239.9
2.8042,235.9,6241.7
2.8044,235.98,6243.9
2.8046,236.04,6248
2.8048,236.05,6251.8
2.805,236.03,6255.2
2.8052,235.97,6256.5
2.8054,235.84,6254.9
2.8056,235.69,6253.5
2.8058,235.61,6253.5
2.806,235.54,6254.5
2.8062,235.51,6254
2.8064,235.54,6252.3
2.8066,235.66,6250.1
2.8068,235.8,6252.5
2.807,236.04,6257.1
2.8072,236.21,6258.8
2.8074,236.22,6258
2.8076,236.17,6256.4
2.8078,236,6255.8
2.808,235.79,6259.3
2.8082,235.67,6265.7
2.8084,235.59,6275
2.8086,235.51,6280.8
2.8088,235.55,6279.5
2.809,235.68,6272.5
2.8092,235.85,6265.6
2.8094,236,6266
2.8096,236.16,6268.7
2.8098,236.31,6270.9
2.81,236.36,6272
2.8102,236.37,6271.6
2.8104,236.31,6268.9
2.8106,236.15,6265.6
2.8108,235.97,6265.1
2.811,235.87,6265.1
2.8112,235.79,6266.5
2.8114,235.73,6266.7
